,course_name,course_link,university_name,course_type,university_logo,time_required,course_language,course_subtitles,course_skills,course_rating,category,sub_category,course_level
1650,Enterprise Architecture,https://www.coursera.org/learn/enterprise-architecture,Peter the Great St. Petersburg Polytechnic University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/02/d728c01db511e6bb400736197ca97d/logo_vert_en.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,"Subtitles: English, Japanese","['Enterprise Architecture', 'The Open Group Architecture Framework (TOGAF)', 'Archimate modeling language', 'ADM']",not-mentioned,Business,Business Essentials,Beginner Level
1651,Enterprise System Management and Security ,https://www.coursera.org/learn/enterprise-system-management-security,University of Colorado System,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/f7/06e620f1a111e38144319a9c8ed320/cu-stand-alone_1_.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Subnetwork', 'Cybersecurity', 'Information Security (INFOSEC)', 'Enterprise System']",not-mentioned,Information Technology,Security,Beginner Level
1652,Enterprise Systems,https://www.coursera.org/learn/enterprise-systems,University of Minnesota,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/75/a144950f75d01464eef8e64003285c/FB-GoldM-maroon.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,Subtitles: English,"['Management', 'IT Skills and Knowledge']",4.7stars,Information Technology,Support and Operations,Beginner Level
1653,Enterprise and Infrastructure Security,https://www.coursera.org/learn/enterprise-infrastructure-security,New York University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/f4/182700bb5411e7842119c980fccf54/NYULogo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,English,Subtitles: English,[],not-mentioned,Computer Science,Computer Security and Networks,Intermediate Level
1654,Entreprendre dans les Industries Culturelles à l'ère du numérique,https://www.coursera.org/learn/entreprendre-culture,Sciences Po,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/16/60429009c611e5933c2d82813d6d0a/SCIENCES-PO_blason_RGB_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,French,"Subtitles: French, English",[],4.6stars,Business,Entrepreneurship,Beginner Level
1655,Entrepreneurial Strategic Management,https://www.coursera.org/learn/entrepreneurial-strategic-management,University of New Mexico,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8b/80ffc01f5011e5bac7a71557814a9f/UNM_Logo_Vert_Coursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,Subtitles: English,[],not-mentioned,Business,Entrepreneurship,not-mentioned
1656,Entrepreneurship,https://www.coursera.org/learn/entrepreneurship,The Chinese University of Hong Kong,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/9d/4e1adf8a2b24ca8d681102cf22f035/cuhk_emblem.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,English,Subtitles: English,[],4.8stars,Business,Business Strategy,Beginner Level
1657,Entrepreneurship 1: Developing the Opportunity,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,English,"Subtitles: English, Vietnamese, Arabic","['Discovery-Driven Planning', 'Elevator Pitch', 'Planning', 'Entrepreneurship']",not-mentioned,Business,Finance,not-mentioned
1658,Entrepreneurship 2: Launching your Start-Up,https://www.coursera.org/learn/wharton-launching-startup,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Brand Management', 'Choosing Advisors', 'Brand', 'Entrepreneurship', 'Strategic Management']",not-mentioned,Business,Entrepreneurship,not-mentioned
1659,Entrepreneurship 3: Growth Strategies,https://www.coursera.org/learn/growth-strategy,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,"Subtitles: Arabic, French, Portuguese (Brazilian), Russian, English, Spanish","['Strategic Management', 'Growth Strategies', 'Marketing', 'Entrepreneurship']",4.8stars,Business,Entrepreneurship,Beginner Level
1660,Entrepreneurship 4: Financing and Profitability,https://www.coursera.org/learn/wharton-entrepreneurship-financing-profitabilty,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,English,"Subtitles: English, Arabic","['Venture Capital', 'Exit Strategy', 'Finance', 'Entrepreneurship']",not-mentioned,Business,Entrepreneurship,not-mentioned
1661,Entrepreneurship Capstone ,https://www.coursera.org/learn/entrepreneurship-capstone,"University of Maryland, College Park",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/bb/a5eeb3ba2d291192b62945619da422/umd_square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,Subtitles: English,"['Venture Capital', 'Financial Statement', 'Finance', 'Entrepreneurship']",4.6stars,Business,Entrepreneurship,Beginner Level
1662,Entrepreneurship I: Laying the Foundation,https://www.coursera.org/learn/entrepreneurship-1,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,English,Subtitles: English,[],4.8stars,Business,Entrepreneurship,not-mentioned
1663,Entrepreneurship II: Preparing for Launch,https://www.coursera.org/learn/entrepreneurship-2,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.8stars,Business,Entrepreneurship,not-mentioned
1664,Entreprise et changement climatique,https://www.coursera.org/learn/entreprise-changement-climatique,ESSEC Business School,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/a6/1e4ab0006811e588a83f1402502e3b/N_EssecBusinessSchool_HDcoursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,French,Subtitles: French,[],4.7stars,Business,Leadership and Management,Beginner Level
1665,Environmental Management & Ethics,https://www.coursera.org/learn/environmental-management-ethics,Technical University of Denmark (DTU),COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/a1/d5afc3cc42abe551484d48aedd1c6d/DTUlogoSmall_nobg.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Physical Science and Engineering,Environmental Science and Sustainability,not-mentioned
1666,Epidemics,https://www.coursera.org/learn/hkuepidemics,The University of Hong Kong,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/aa/b4f4a07c4d11e591efbbe2cbeb57ca/logo-hku.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 45 hours to complete,English,"Subtitles: English, Chinese (Traditional), Chinese (Simplified)",[],4.9stars,Health,Public Health,Beginner Level
1667,Epidemics - the Dynamics of Infectious Diseases,https://www.coursera.org/learn/epidemics,The Pennsylvania State University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/2c/c70690c46511e5b5bf539f11dfe438/New-PSU-logo-for-Coursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 17 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Biology', 'Microbiology', 'Public Health', 'Vaccine Development']",not-mentioned,Health,Basic Science,not-mentioned
1668,"Epidemics, Pandemics and Outbreaks",https://www.coursera.org/learn/epidemic-pandemic-outbreak,University of Pittsburgh,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/c3/d941080263456d928aa9e370ba5141/medium_blue_0.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,"Subtitles: English, Spanish",[],not-mentioned,Social Sciences,Governance and Society,not-mentioned
1669,Epidemiology: The Basic Science of Public Health,https://www.coursera.org/learn/epidemiology,The University of North Carolina at Chapel Hill,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ab/ad0b29abb58dcf290a091074bcca24ce/OldWell.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,English,"Subtitles: English, Chinese (Simplified)",[],4.6stars,Health,Public Health,not-mentioned
1670,Epigenetic Control of Gene Expression,https://www.coursera.org/learn/epigenetics,The University of Melbourne,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fd/b4ae55299b44f6a03d27534f265039/PRIMARY_A_A4_Vertical_Housed_CMYK.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 17 hours to complete,English,"Subtitles: English, Spanish","['Cancer', 'Molecular Biology', 'Cancer Epigenetics', 'Dna Methylation']",not-mentioned,Health,Basic Science,not-mentioned
1671,"Equilibrio, ¿por qué se caen las cosas?",https://www.coursera.org/learn/equilibrio,Pontificia Universidad Católica de Chile,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/89/d0ddf06ad611e4b53d95ff03ce5aa7/360px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 22 hours to complete,Spanish,Subtitles: Spanish,[],4.6stars,Physical Science and Engineering,Mechanical Engineering,Beginner Level
1672,Equine Welfare and Management,https://www.coursera.org/learn/equine,"University of California, Davis",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/66/4d1f6067b511e599c247e28e57110c/Logo-B-for-Coursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 18 hours to complete,English,Subtitles: English,[],not-mentioned,Health,Animal Health,Beginner Level
1673,Equivalent Circuit Cell Model Simulation,https://www.coursera.org/learn/equivalent-circuit-cell-model-simulation,University of Colorado Boulder,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 27 hours to complete,English,Subtitles: English,[],not-mentioned,Physical Science and Engineering,Electrical Engineering,Intermediate Level
1674,"Espace mondial, a French vision of Global studies",https://www.coursera.org/learn/global-studies,Sciences Po,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/16/60429009c611e5933c2d82813d6d0a/SCIENCES-PO_blason_RGB_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.6stars,Social Sciences,Governance and Society,Beginner Level
1675,"Espace mondial, une vision française des global studies",https://www.coursera.org/learn/espace-mondial-fr,Sciences Po,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/16/60429009c611e5933c2d82813d6d0a/SCIENCES-PO_blason_RGB_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 23 hours to complete,French,"Subtitles: French, English",[],4.6stars,Social Sciences,Governance and Society,Beginner Level
1676,Espaço Mundial: Perspectivas França-Brasil,https://www.coursera.org/learn/espaco-mundial,Sciences Po,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/16/60429009c611e5933c2d82813d6d0a/SCIENCES-PO_blason_RGB_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.8stars,Social Sciences,Governance and Society,Beginner Level
1677,Esports Management Capstone Project,https://www.coursera.org/learn/esports-management-capstone-project,"University of California, Irvine",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/39/31c7a00bb411e4b2adb7c560fb2da9/UCI_MB_PI_WM_300x300_YellowonBlue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 3 hours to complete,English,Subtitles: English,[],4.5stars,Business,Leadership and Management,Beginner Level
1678,Esports Teams and Professional Players,https://www.coursera.org/learn/esports-teams-professional-players,"University of California, Irvine",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/39/31c7a00bb411e4b2adb7c560fb2da9/UCI_MB_PI_WM_300x300_YellowonBlue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,English,"Subtitles: English, Spanish",[],not-mentioned,Business,Leadership and Management,Beginner Level
1679,Essential Cloud Infrastructure: Core Services dalam bahasa Indonesia,https://www.coursera.org/learn/essential-cloud-infrastructure-core-services-id,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Indonesian,"Subtitles: Indonesian, English",[],4.9stars,Information Technology,Cloud Computing,Intermediate Level
1680,Essential Cloud Infrastructure: Core Services em Português Brasileiro,https://www.coursera.org/learn/gcp-infrastructure-core-services-br,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Portuguese (Brazilian),"Subtitles: Portuguese (Brazilian), English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
1681,Essential Cloud Infrastructure: Core Services en Español,https://www.coursera.org/learn/gcp-infrastructure-core-services-es,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Spanish,"Subtitles: Spanish, English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
1682,Essential Cloud Infrastructure: Core Services en Français,https://www.coursera.org/learn/gcp-infrastructure-core-services-fr,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,French,"Subtitles: French, English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
1683,Essential Cloud Infrastructure: Core Services 日本語版,https://www.coursera.org/learn/gcp-infrastructure-core-services-jp,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Japanese,"Subtitles: Japanese, English",[],4.6stars,Information Technology,Cloud Computing,Intermediate Level
1684,Essential Cloud Infrastructure: Foundation dalam bahasa Indonesia,https://www.coursera.org/learn/essential-cloud-infrastructure-foundation-id,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,Indonesian,"Subtitles: Indonesian, English",[],4.9stars,Information Technology,Cloud Computing,Intermediate Level
1685,Essential Cloud Infrastructure: Foundation em Português Brasileiro,https://www.coursera.org/learn/gcp-infrastructure-foundation-br,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,Portuguese (Brazilian),"Subtitles: Portuguese (Brazilian), English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
1686,Essential Cloud Infrastructure: Foundation en Español,https://www.coursera.org/learn/gcp-infrastructure-foundation-es,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,Spanish,"Subtitles: Spanish, English","['Virtual Machine', 'Google', 'Google Cloud Platform', 'Cloud Computing']",4.8stars,Information Technology,Cloud Computing,Intermediate Level
1687,Essential Cloud Infrastructure: Foundation en Français,https://www.coursera.org/learn/gcp-infrastructure-foundation-fr,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,French,"Subtitles: French, English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
1688,Essential Cloud Infrastructure: Foundation 日本語版,https://www.coursera.org/learn/gcp-infrastructure-foundation-jp,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,Japanese,"Subtitles: Japanese, English","['Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google Cloud Platform']",4.6stars,Information Technology,Cloud Computing,Intermediate Level
1689,Essential Design Principles for Tableau,https://www.coursera.org/learn/dataviz-design,"University of California, Davis",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/66/4d1f6067b511e599c247e28e57110c/Logo-B-for-Coursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Data Analysis', 'Tableau Software', 'Data Virtualization', 'Data Visualization (DataViz)']",not-mentioned,Data Science,Data Analysis,Beginner Level
1690,Essential Epidemiologic Tools for Public Health Practice,https://www.coursera.org/learn/epidemiology-tools,Johns Hopkins University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/74/7ae340ec6911e5b395490a2a565172/JHU-Logo-Square-Mini_180px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 4 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Estimation', 'Geographic Information System (GIS)', 'Statistical Methods', 'visualization']",not-mentioned,Health,Public Health,Beginner Level
1691,Essential Google Cloud Infrastructure: Core Services,https://www.coursera.org/learn/gcp-infrastructure-core-services,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,Subtitles: English,"['Debugging', 'Cloud Storage', 'Data Store', 'Google Cloud Platform']",not-mentioned,Information Technology,Cloud Computing,Intermediate Level
1692,Essential Google Cloud Infrastructure: Foundation,https://www.coursera.org/learn/gcp-infrastructure-foundation,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,Subtitles: English,"['Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google Cloud Platform']",4.7stars,Information Technology,Cloud Computing,Intermediate Level
1693,Essentials for English Speeches and Presentations  英语演讲与演示,https://www.coursera.org/learn/yingyuyanjiang,Peking University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/38/d88a069e4cce7bfd0acb86c4c7d6bc/.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,English,"Subtitles: English, Chinese (Simplified)",[],4.7stars,Personal Development,Personal Development,not-mentioned
1694,Essentials in Clinical Simulations Across the Health Professions,https://www.coursera.org/learn/clinicalsimulations,The George Washington University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/b9/f9e0201e9511e6b63f73cb53440c56/GWSON_MOOC_profile.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,English,Subtitles: English,"['Nursing', 'healthcare', 'Debriefing', 'INACSL Standards', 'Clinical Simulation']",not-mentioned,Health,Healthcare Management,Intermediate Level
1695,Essentials of Corporate Finance Capstone,https://www.coursera.org/learn/financial-analysis-project,The University of Melbourne,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fd/b4ae55299b44f6a03d27534f265039/PRIMARY_A_A4_Vertical_Housed_CMYK.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,Subtitles: English,[],not-mentioned,Business,Finance,not-mentioned
1696,Essentials of Entrepreneurship: Thinking & Action,https://www.coursera.org/learn/entrepreneurial-thinking,"University of California, Irvine",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/39/31c7a00bb411e4b2adb7c560fb2da9/UCI_MB_PI_WM_300x300_YellowonBlue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 5 hours to complete,English,"Subtitles: Arabic, Czech, Vietnamese, German, Indonesian, English, Spanish, Telugu","['Strategic Management', 'Management', 'Marketing', 'Entrepreneurship']",4.6stars,Business,Entrepreneurship,not-mentioned
1697,Essentials of Global Health,https://www.coursera.org/learn/essentials-global-health,Yale University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/b4/339da416653830d015f5a179f864e1/square_logo_large.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 65 hours to complete,English,Subtitles: English,[],4.8stars,Health,Public Health,not-mentioned
1698,Establishing a Professional ‘Self’ through Effective Intercultural Communication,https://www.coursera.org/learn/effective-intercultural-communication,National University of Singapore,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/2c/b88aeceb118473298dee56d456cdc0/NUSlogo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.5stars,Personal Development,Personal Development,not-mentioned
1699,Estadística aplicada a los negocios,https://www.coursera.org/learn/estadistica-aplicada-negocios,Universidad Austral,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ac/a772c05dce11e6bb662dc2b8beb8bf/Logo-Austral-Pantone-V-400x400.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 19 hours to complete,Spanish,Subtitles: Spanish,"['Statistics', 'Data Science', 'Data Analysis']",4.6stars,Data Science,Probability and Statistics,Beginner Level
1700,Estadística y probabilidad,https://www.coursera.org/learn/estadistica-probabilidad,Universidad Nacional Autónoma de México,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/77/0f25406e2711e6b5ae85b51433cf6f/unam.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 28 hours to complete,Spanish,Subtitles: Spanish,[],not-mentioned,Math and Logic,Math and Logic,Beginner Level
