,course_name,course_link,university_name,course_type,university_logo,time_required,course_language,course_subtitles,course_skills,course_rating,category,sub_category,course_level
3990,"Smart Analytics, Machine Learning, and AI on GCP",https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.6stars,Information Technology,Cloud Computing,Intermediate Level
3991,"Smart Analytics, Machine Learning, and AI on GCP em Português Brasileiro",https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp-br,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Portuguese (Brazilian),"Subtitles: Portuguese (Brazilian), English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
3992,"Smart Analytics, Machine Learning, and AI on GCP en Español",https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp-es,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Spanish,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.8stars,Information Technology,Cloud Computing,Intermediate Level
3993,"Smart Analytics, Machine Learning, and AI on GCP en Français",https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp-fr,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,French,"Subtitles: French, English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
3994,"Smart Analytics, Machine Learning, and AI on GCP 日本語版",https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp-jp,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,Japanese,"Subtitles: Japanese, English",[],not-mentioned,Information Technology,Cloud Computing,Intermediate Level
3995,Smart Cities – Management of Smart Urban Infrastructures,https://www.coursera.org/learn/smart-cities,École Polytechnique Fédérale de Lausanne,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/5c/6a4547134c4268aa28c539f15c7ff7/EPFL-Logo-300-300.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,"Subtitles: English, French, Persian","['Management', 'City Planning', 'City Management', 'Smart City']",4.6stars,Social Sciences,Governance and Society,Beginner Level
3996,Smart Contracts,https://www.coursera.org/learn/smarter-contracts,University at Buffalo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ab/af2a00e2fd11e6afdccf8b30f1d74c/UB-Logo-BlueSquare.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 17 hours to complete,English,"Subtitles: English, Korean","['Cryptocurrency', 'Blockchain', 'Solidity', 'Smart Contract', 'Remix IDE']",not-mentioned,Computer Science,Software Development,Intermediate Level
3997,Smart Device & Mobile Emerging Technologies,https://www.coursera.org/learn/smart-device-mobile-emerging-technologies,Yonsei University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/79/ef4a80c5a111e5a5ce35080560fd45/coursera_logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 32 hours to complete,English,"Subtitles: English, Spanish",[],not-mentioned,Information Technology,Cloud Computing,Beginner Level
3998,Snake game in Python: use Pygame to build your game,https://www.coursera.org/learn/snakegame-python-pygame,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,1 hour 40 minutes,English,English,"['Video Game Development', 'Pygame library', 'Python Programming', 'Pygame', 'Game Programming']",not-mentioned,Computer Science,Software Development,"Subtitles: English, Spanish"
3999,So You Think You Know Tango?,https://www.coursera.org/learn/tango,Emory University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/f8/5c185343dfb525fda5abae3e7216df/emory_square_coursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,English,"Subtitles: English, Spanish",[],4.5stars,Arts and Humanities,Music and Art,Beginner Level
4000,Social Business Model and Planning for Social Innovation,https://www.coursera.org/learn/social-business-model,Copenhagen Business School,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/a1/26dc9b1295b7f1b521b1fa92d3873c/cbs-coursera-logo-square__1280x1280px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 18 hours to complete,English,Subtitles: English,[],4.7stars,Business,Entrepreneurship,Beginner Level
4001,Social Computing,https://www.coursera.org/learn/social-computing,University of California San Diego,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/4b/a551cb6e1307836a21059a79e7ae70/UCSanDiego-Coursera-square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,"Subtitles: Chinese (Simplified), Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Social Sciences,Governance and Society,not-mentioned
4002,Social Entrepreneurship,https://www.coursera.org/learn/wharton-social-entrepreneurship,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,English,Subtitles: English,[],4.7stars,Business,Entrepreneurship,not-mentioned
4003,Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://www.coursera.org/learn/social-impact,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Market Analysis', 'Business Model', 'Business Modeling', 'Social Entrepreneurship']",not-mentioned,Business,Entrepreneurship,Beginner Level
4004,Social Marketing Capstone Project,https://www.coursera.org/learn/social-marketing-capstone,Northwestern University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/fd/798a608d4c11e5b601399e3ec8eaf8/N-Logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,English,"Subtitles: English, Arabic","['Social Media Marketing', 'Social Media', 'Budget', 'Planning']",4.9stars,Business,Marketing,not-mentioned
4005,Social Media Advertising,https://www.coursera.org/learn/social-media-advertising,University of Colorado Boulder,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.6stars,Business,Marketing,Beginner Level
4006,Social Media Data Analytics,https://www.coursera.org/learn/social-media-data-analytics,University of Washington,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8c/ff2f50afdf11e5ae9d8158e68cbd96/UW_square_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Python Programming', 'Statistical Analysis', 'Sentiment Analysis', 'R Programming']",4.2stars,Data Science,Data Analysis,Intermediate Level
4007,Social Media Management ,https://www.coursera.org/learn/social-media-management,Facebook,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/bb/d2c94552ea45469eaa2579d0a31cc5/Facebook-180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,Subtitles: English,"['Content Development', 'content management', 'Social Media Marketing', 'Content Marketing', 'Marketing Content Development']",4.9stars,Business,Marketing,Beginner Level
4008,Social Network Analysis,https://www.coursera.org/learn/social-network-analysis,"University of California, Davis",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/66/4d1f6067b511e599c247e28e57110c/Logo-B-for-Coursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,Subtitles: English,[],4.7stars,Data Science,Data Analysis,Beginner Level
4009,"Social Norms, Social Change II",https://www.coursera.org/learn/change,University of Pennsylvania,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish, Romanian",[],4.8stars,Health,Psychology,Beginner Level
4010,Social Pedagogy across Europe ,https://www.coursera.org/learn/social-pedagogy-europe,Universitat Autònoma de Barcelona,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/17/92e470e1d011e89f11d9841245921d/logo-UAB-quadrat.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,English,Subtitles: English,[],4.6stars,Social Sciences,Education,Intermediate Level
